,Date,Location,Efficiency of the admissions process,Helpfulness of admitting staff,Usefulness of leaflets provided,"Explanations about procedures, tests and treatment options",Explanation about benefits/risks of surgical interventions,Opportunity to ask questions about your condition or treatment,Nursing care and attention,Response time to nursing call system,Pain relief, Respect for your privacy,Comfort of room & surroundings,Cleanliness of room & surroundings,Attractiveness/decor,Timeliness of catering service,Quality of food served,Quantity of food served,Time given to planning your return home,Explanations about how to manage your condition and recovery at home,Clarity of instructions on take home medications, Efficiency of discharge process,Efficiency of billings process,Clarity of billing information,Staff Helpfulness,Quality of service you received
19,March 2020,Awolowo,4.0,4.0,,5.0,5.0,5.0,5.0,,,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0
20,March 2020,Awolowo,5.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,5.0,4.0,5.0,5.0
21,March 2020,Awolowo,5.0,5.0,,5.0,,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,,,4.0,4.0
22,March 2020,Awolowo,4.0,5.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,,,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0
23,March 2020,Awolowo,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,3.0,5.0,,,,4.0,4.0
24,March 2020,Awolowo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,,4.0,4.0
25,March 2020,Awolowo,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,4.0,,4.0,4.0,4.0
26,March 2020,Awolowo,5.0,5.0,,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,3.0,,5.0,5.0,4.0,,2.0,5.0
27,March 2020,Awolowo,4.0,5.0,,,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,,4.0,4.0,,4.0,5.0,4.0,4.0
28,March 2020,Awolowo,4.0,5.0,,5.0,5.0,4.0,5.0,4.0,,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,,4.0,4.0,2.0,5.0,4.0,5.0
29,March 2020,Awolowo,4.0,5.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0
30,March 2020,Awolowo,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0
31,March 2020,Awolowo,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,4.0,4.0
32,March 2020,Awolowo,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0
33,March 2020,Awolowo,4.0,4.0,,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,,,5.0,5.0,5.0,4.0,5.0,4.0
34,March 2020,Awolowo,4.0,4.0,,5.0,4.0,5.0,3.0,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,,5.0,5.0
35,March 2020,Awolowo,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
36,March 2020,Awolowo,5.0,5.0,,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,3.0,4.0,5.0,,4.0,4.0,4.0
37,March 2020,Awolowo,4.0,4.0,,5.0,,5.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,,,5.0,,4.0
38,March 2020,Awolowo,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,,,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,,5.0,5.0,4.0,
39,March 2020,Awolowo,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0
40,March 2020,Awolowo,5.0,4.0,,5.0,,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,,3.0,5.0,4.0,4.0
41,March 2020,Awolowo,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,,5.0,4.0,5.0
42,March 2020,Awolowo,4.0,4.0,,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,4.0,,4.0,4.0,5.0
43,March 2020,Awolowo,5.0,5.0,,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,,4.0,4.0,4.0
44,March 2020,Awolowo,4.0,,,5.0,,5.0,5.0,2.0,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
45,March 2020,Awolowo,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,4.0,,4.0,,,5.0,5.0
46,March 2020,Awolowo,4.0,4.0,,5.0,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,4.0,4.0
47,March 2020,Awolowo,5.0,5.0,,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,,,5.0,4.0
48,March 2020,Awolowo,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,,4.0,,5.0,5.0,5.0,4.0
49,March 2020,Awolowo,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0
50,March 2020,Awolowo,4.0,5.0,4.0,5.0,,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,3.0,,4.0,4.0
51,March 2020,Awolowo,3.0,5.0,,4.0,,4.0,5.0,5.0,,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,,4.0,,4.0,4.0,5.0
52,March 2020,Awolowo,5.0,4.0,,,,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,,5.0,4.0
53,March 2020,Awolowo,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,5.0,4.0,,5.0,4.0,3.0
0,May 2019,Awolowo,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0
1,May 2019,Awolowo,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0
2,May 2019,Awolowo,4.0,5.0,4.0,5.0,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
3,May 2019,Awolowo,5.0,,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
4,May 2019,Awolowo,5.0,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0
5,May 2019,Awolowo,5.0,,5.0,4.0,4.0,5.0,,4.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0
6,May 2019,Awolowo,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0
7,May 2019,Awolowo,4.0,,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,,,5.0,5.0,2.0,,4.0,5.0,
8,May 2019,Awolowo,4.0,4.0,4.0,5.0,,,,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0
9,May 2019,Awolowo,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0
10,May 2019,Awolowo,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,,,5.0,3.0,4.0,4.0,4.0,4.0,,,3.0,5.0
11,May 2019,Awolowo,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0
12,May 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,5.0,5.0,4.0
13,May 2019,Awolowo,4.0,4.0,5.0,4.0,,5.0,4.0,5.0,,4.0,4.0,5.0,5.0,,4.0,,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0
14,May 2019,Awolowo,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,,5.0,3.0,5.0,5.0,5.0,5.0
15,May 2019,Awolowo,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,5.0,4.0,4.0,,4.0,4.0,5.0
16,May 2019,Awolowo,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,,2.0,5.0,4.0,4.0,5.0
17,May 2019,Awolowo,5.0,,3.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0
18,May 2019,Awolowo,5.0,4.0,5.0,,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,
19,May 2019,Awolowo,5.0,4.0,4.0,4.0,4.0,4.0,,5.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,,5.0,5.0,4.0
20,May 2019,Awolowo,4.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
21,May 2019,Awolowo,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,4.0
22,May 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,,5.0,5.0
23,May 2019,Awolowo,5.0,4.0,5.0,5.0,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,,5.0,4.0,,4.0,4.0
24,May 2019,Awolowo,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
25,May 2019,Awolowo,,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0
26,May 2019,Awolowo,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,4.0,3.0,5.0,,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0
27,May 2019,Awolowo,5.0,5.0,,5.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,,5.0,,4.0,5.0
28,May 2019,Awolowo,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
29,May 2019,Awolowo,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,,5.0,,5.0,5.0,5.0,5.0,5.0
30,May 2019,Awolowo,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,,4.0,5.0,4.0
31,May 2019,Awolowo,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,5.0,3.0,4.0,,5.0,4.0
32,May 2019,Awolowo,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0
33,May 2019,Awolowo,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,4.0,,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0
34,May 2019,Awolowo,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,,4.0,5.0
35,May 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0
36,May 2019,Awolowo,5.0,4.0,,5.0,5.0,,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,,,5.0,4.0,5.0,4.0,,5.0,4.0
37,May 2019,Awolowo,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
38,May 2019,Awolowo,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
39,May 2019,Awolowo,5.0,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,,3.0,5.0,,5.0,3.0,4.0,5.0,5.0,4.0
40,May 2019,Awolowo,4.0,5.0,3.0,4.0,4.0,4.0,,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,,5.0,5.0,2.0,4.0,5.0,4.0,5.0
41,May 2019,Awolowo,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0
42,May 2019,Awolowo,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,,5.0,4.0
43,May 2019,Awolowo,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,3.0,3.0,5.0,,5.0,4.0,,5.0,4.0,4.0,5.0,,4.0,5.0,5.0
44,May 2019,Awolowo,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,4.0,3.0,5.0,5.0,,5.0,3.0,5.0,4.0,5.0,5.0
45,May 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,,5.0,,5.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,,5.0,4.0,3.0,5.0,5.0,4.0,4.0
46,May 2019,Awolowo,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,,5.0,2.0,4.0,4.0,5.0,5.0
47,May 2019,Awolowo,,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
48,May 2019,Awolowo,5.0,4.0,5.0,5.0,4.0,5.0,4.0,,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,5.0,,4.0,5.0
49,May 2019,Awolowo,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0
50,May 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,,3.0,4.0,,5.0,5.0
51,May 2019,Awolowo,4.0,4.0,5.0,4.0,4.0,5.0,5.0,,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
52,May 2019,Awolowo,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,,5.0,5.0,5.0,5.0
53,May 2019,Awolowo,4.0,,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,,4.0,4.0
54,May 2019,Awolowo,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,,5.0,4.0
55,May 2019,Awolowo,5.0,5.0,4.0,5.0,,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,5.0
56,May 2019,Awolowo,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,,4.0,4.0,3.0
57,May 2019,Awolowo,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,4.0
58,May 2019,Awolowo,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,,5.0,5.0,5.0
59,May 2019,Awolowo,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,5.0,4.0,4.0,3.0,,4.0,,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
60,May 2019,Awolowo,4.0,,5.0,5.0,,5.0,5.0,5.0,,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,4.0
61,May 2019,Awolowo,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,4.0
62,May 2019,Awolowo,5.0,4.0,5.0,4.0,4.0,5.0,,5.0,,3.0,5.0,3.0,5.0,4.0,5.0,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0
63,May 2019,Awolowo,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,,,,5.0,5.0,2.0,,4.0,4.0,4.0
64,May 2019,Awolowo,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0
65,May 2019,Awolowo,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0
66,May 2019,Awolowo,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,4.0
67,May 2019,Awolowo,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0
68,May 2019,Awolowo,4.0,5.0,5.0,4.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,,4.0,5.0,4.0
69,May 2019,Awolowo,5.0,5.0,5.0,4.0,4.0,5.0,4.0,,4.0,,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,,,4.0,5.0
70,May 2019,Awolowo,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,
71,May 2019,Awolowo,5.0,,,5.0,,,5.0,4.0,5.0,5.0,3.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0
72,May 2019,Awolowo,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,5.0
73,May 2019,Awolowo,4.0,4.0,4.0,,5.0,5.0,,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,5.0,4.0
74,May 2019,Awolowo,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,5.0,5.0,4.0,4.0
75,May 2019,Awolowo,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,
76,May 2019,Awolowo,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0
77,May 2019,Awolowo,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
78,May 2019,Awolowo,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,,3.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0
79,May 2019,Awolowo,5.0,4.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,,3.0,5.0,5.0,4.0,4.0,,5.0,,5.0,4.0
80,May 2019,Awolowo,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0
81,May 2019,Awolowo,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0
82,May 2019,Awolowo,,4.0,,,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0
83,May 2019,Awolowo,5.0,,4.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
84,May 2019,Awolowo,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,3.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0
85,May 2019,Awolowo,4.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,3.0,5.0,4.0,5.0,5.0,3.0,5.0,,4.0,5.0
86,May 2019,Awolowo,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0
87,May 2019,Awolowo,4.0,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,3.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,4.0
88,May 2019,Awolowo,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0
89,May 2019,Awolowo,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0
90,May 2019,Awolowo,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
91,May 2019,Awolowo,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,5.0,,5.0,4.0,4.0,4.0,5.0,5.0
92,May 2019,Awolowo,5.0,5.0,,5.0,,5.0,,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,,2.0,4.0,5.0,4.0,4.0
93,May 2019,Awolowo,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0
94,May 2019,Awolowo,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0
95,May 2019,Awolowo,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,,4.0,5.0,5.0
96,May 2019,Awolowo,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,,5.0,4.0
97,May 2019,Awolowo,5.0,5.0,,4.0,,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,3.0,4.0,5.0,5.0,4.0
98,May 2019,Awolowo,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0
